entry,at,order
"""Fluffy @ kHdDX9dnsk"" calls 8",2022-08-19T06:34:42.973Z,166089088297300
"""Hans @ fVKCULQE4T"" calls 8",2022-08-19T06:34:38.347Z,166089087834700
"""KevinG @ xaYwvsl4ih"" raises to 8",2022-08-19T06:34:34.594Z,166089087459400
"""Fluffy @ kHdDX9dnsk"" calls 2",2022-08-19T06:34:31.605Z,166089087160500
"""Hans @ fVKCULQE4T"" posts a big blind of 2",2022-08-19T06:34:19.343Z,166089085934306
"""KevinG @ xaYwvsl4ih"" posts a small blind of 1",2022-08-19T06:34:19.343Z,166089085934305
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (223) | #4 ""Hans @ fVKCULQE4T"" (316) | #8 ""Fluffy @ kHdDX9dnsk"" (672)",2022-08-19T06:34:19.343Z,166089085934301
"-- starting hand #335  (No Limit Texas Hold'em) (dealer: ""Fluffy @ kHdDX9dnsk"") --",2022-08-19T06:34:19.343Z,166089085934300
"-- ending hand #334 --",2022-08-19T06:34:16.344Z,166089085634402
"""KevinG @ xaYwvsl4ih"" collected 29 from pot",2022-08-19T06:34:16.344Z,166089085634401
"Uncalled bet of 21 returned to ""KevinG @ xaYwvsl4ih""",2022-08-19T06:34:16.344Z,166089085634400
"""Hans @ fVKCULQE4T"" folds",2022-08-19T06:34:15.503Z,166089085550300
"""KevinG @ xaYwvsl4ih"" bets 21",2022-08-19T06:33:55.701Z,166089083570100
"River: Q♠, Q♣, A♣, 6♥ [8♠]",2022-08-19T06:33:52.816Z,166089083281600
"""Hans @ fVKCULQE4T"" checks",2022-08-19T06:33:51.971Z,166089083197100
"""KevinG @ xaYwvsl4ih"" checks",2022-08-19T06:33:48.661Z,166089082866100
"Turn: Q♠, Q♣, A♣ [6♥]",2022-08-19T06:33:47.214Z,166089082721400
"""KevinG @ xaYwvsl4ih"" calls 7",2022-08-19T06:33:46.383Z,166089082638300
"""Hans @ fVKCULQE4T"" bets 7",2022-08-19T06:33:39.053Z,166089081905300
"""KevinG @ xaYwvsl4ih"" checks",2022-08-19T06:33:35.658Z,166089081565800
"Flop:  [Q♠, Q♣, A♣]",2022-08-19T06:33:34.117Z,166089081411700
"""KevinG @ xaYwvsl4ih"" calls 7",2022-08-19T06:33:33.248Z,166089081324800
"""Fluffy @ kHdDX9dnsk"" folds",2022-08-19T06:33:32.398Z,166089081239800
"""Hans @ fVKCULQE4T"" raises to 7",2022-08-19T06:33:18.520Z,166089079852000
"""KevinG @ xaYwvsl4ih"" posts a big blind of 2",2022-08-19T06:33:10.305Z,166089079030506
"""Fluffy @ kHdDX9dnsk"" posts a small blind of 1",2022-08-19T06:33:10.305Z,166089079030505
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (208) | #4 ""Hans @ fVKCULQE4T"" (330) | #8 ""Fluffy @ kHdDX9dnsk"" (673)",2022-08-19T06:33:10.305Z,166089079030501
"-- starting hand #334  (No Limit Texas Hold'em) (dealer: ""Hans @ fVKCULQE4T"") --",2022-08-19T06:33:10.305Z,166089079030500
"-- ending hand #333 --",2022-08-19T06:33:07.382Z,166089078738202
"""KevinG @ xaYwvsl4ih"" collected 5 from pot",2022-08-19T06:33:07.382Z,166089078738201
"Uncalled bet of 5 returned to ""KevinG @ xaYwvsl4ih""",2022-08-19T06:33:07.382Z,166089078738200
"""Fluffy @ kHdDX9dnsk"" folds",2022-08-19T06:33:06.520Z,166089078652000
"""KevinG @ xaYwvsl4ih"" bets 5",2022-08-19T06:33:04.605Z,166089078460500
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:33:01.468Z,166089078146800
"River: 5♥, 6♣, 6♠, Q♥ [7♥]",2022-08-19T06:32:53.974Z,166089077397400
"""KevinG @ xaYwvsl4ih"" checks",2022-08-19T06:32:53.122Z,166089077312200
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:32:52.174Z,166089077217400
"Turn: 5♥, 6♣, 6♠ [Q♥]",2022-08-19T06:32:39.167Z,166089075916700
"""KevinG @ xaYwvsl4ih"" checks",2022-08-19T06:32:38.292Z,166089075829200
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:32:33.562Z,166089075356200
"Flop:  [5♥, 6♣, 6♠]",2022-08-19T06:32:20.554Z,166089074055400
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:32:19.660Z,166089073966000
"""Hans @ fVKCULQE4T"" folds",2022-08-19T06:32:05.717Z,166089072571700
"""KevinG @ xaYwvsl4ih"" calls 2",2022-08-19T06:31:51.886Z,166089071188600
"""Fluffy @ kHdDX9dnsk"" posts a big blind of 2",2022-08-19T06:31:49.830Z,166089070983006
"""Hans @ fVKCULQE4T"" posts a small blind of 1",2022-08-19T06:31:49.830Z,166089070983005
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (205) | #4 ""Hans @ fVKCULQE4T"" (331) | #8 ""Fluffy @ kHdDX9dnsk"" (675)",2022-08-19T06:31:49.830Z,166089070983001
"-- starting hand #333  (No Limit Texas Hold'em) (dealer: ""KevinG @ xaYwvsl4ih"") --",2022-08-19T06:31:49.830Z,166089070983000
"-- ending hand #332 --",2022-08-19T06:31:43.819Z,166089070381903
"""Hans @ fVKCULQE4T"" shows a 5♠, 3♦.",2022-08-19T06:31:43.819Z,166089070381902
"""Fluffy @ kHdDX9dnsk"" collected 17 from pot with Pair, A's (combination: A♣, A♦, K♦, J♠, 10♥)",2022-08-19T06:31:43.819Z,166089070381901
"""Fluffy @ kHdDX9dnsk"" shows a K♦, 9♦.",2022-08-19T06:31:43.819Z,166089070381900
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:31:42.984Z,166089070298400
"""Hans @ fVKCULQE4T"" checks",2022-08-19T06:31:41.824Z,166089070182400
"River: J♠, A♣, 8♣, 10♥ [A♦]",2022-08-19T06:31:37.214Z,166089069721400
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:31:36.326Z,166089069632600
"""Hans @ fVKCULQE4T"" checks",2022-08-19T06:31:28.237Z,166089068823700
"Turn: J♠, A♣, 8♣ [10♥]",2022-08-19T06:31:26.696Z,166089068669600
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:31:25.809Z,166089068580900
"""Hans @ fVKCULQE4T"" checks",2022-08-19T06:31:23.146Z,166089068314600
"Flop:  [J♠, A♣, 8♣]",2022-08-19T06:31:21.295Z,166089068129500
"""Hans @ fVKCULQE4T"" calls 8",2022-08-19T06:31:20.412Z,166089068041200
"""KevinG @ xaYwvsl4ih"" folds",2022-08-19T06:31:16.926Z,166089067692600
"""Fluffy @ kHdDX9dnsk"" raises to 8",2022-08-19T06:31:14.594Z,166089067459400
"""Hans @ fVKCULQE4T"" posts a big blind of 2",2022-08-19T06:31:02.390Z,166089066239006
"""KevinG @ xaYwvsl4ih"" posts a small blind of 1",2022-08-19T06:31:02.390Z,166089066239005
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (206) | #4 ""Hans @ fVKCULQE4T"" (339) | #8 ""Fluffy @ kHdDX9dnsk"" (666)",2022-08-19T06:31:02.390Z,166089066239001
"-- starting hand #332  (No Limit Texas Hold'em) (dealer: ""Fluffy @ kHdDX9dnsk"") --",2022-08-19T06:31:02.390Z,166089066239000
"-- ending hand #331 --",2022-08-19T06:30:56.385Z,166089065638502
"""Fluffy @ kHdDX9dnsk"" collected 4 from pot",2022-08-19T06:30:56.385Z,166089065638501
"Uncalled bet of 6 returned to ""Fluffy @ kHdDX9dnsk""",2022-08-19T06:30:56.385Z,166089065638500
"""KevinG @ xaYwvsl4ih"" folds",2022-08-19T06:30:55.540Z,166089065554000
"""Fluffy @ kHdDX9dnsk"" raises to 8",2022-08-19T06:30:49.159Z,166089064915900
"""Hans @ fVKCULQE4T"" folds",2022-08-19T06:30:44.707Z,166089064470700
"""KevinG @ xaYwvsl4ih"" posts a big blind of 2",2022-08-19T06:30:43.379Z,166089064337906
"""Fluffy @ kHdDX9dnsk"" posts a small blind of 1",2022-08-19T06:30:43.379Z,166089064337905
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (208) | #4 ""Hans @ fVKCULQE4T"" (339) | #8 ""Fluffy @ kHdDX9dnsk"" (664)",2022-08-19T06:30:43.379Z,166089064337901
"-- starting hand #331  (No Limit Texas Hold'em) (dealer: ""Hans @ fVKCULQE4T"") --",2022-08-19T06:30:43.379Z,166089064337900
"-- ending hand #330 --",2022-08-19T06:30:37.466Z,166089063746602
"""Fluffy @ kHdDX9dnsk"" collected 4 from pot",2022-08-19T06:30:37.466Z,166089063746601
"Uncalled bet of 8 returned to ""Fluffy @ kHdDX9dnsk""",2022-08-19T06:30:37.466Z,166089063746600
"""Hans @ fVKCULQE4T"" folds",2022-08-19T06:30:36.633Z,166089063663300
"""Fluffy @ kHdDX9dnsk"" raises to 10",2022-08-19T06:30:34.197Z,166089063419700
"""Hans @ fVKCULQE4T"" calls 2",2022-08-19T06:30:30.499Z,166089063049900
"""KevinG @ xaYwvsl4ih"" folds",2022-08-19T06:30:24.920Z,166089062492000
"""Fluffy @ kHdDX9dnsk"" posts a big blind of 2",2022-08-19T06:30:23.255Z,166089062325506
"""Hans @ fVKCULQE4T"" posts a small blind of 1",2022-08-19T06:30:23.255Z,166089062325505
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (208) | #4 ""Hans @ fVKCULQE4T"" (341) | #8 ""Fluffy @ kHdDX9dnsk"" (662)",2022-08-19T06:30:23.255Z,166089062325501
"-- starting hand #330  (No Limit Texas Hold'em) (dealer: ""KevinG @ xaYwvsl4ih"") --",2022-08-19T06:30:23.255Z,166089062325500
"-- ending hand #329 --",2022-08-19T06:30:17.252Z,166089061725202
"""KevinG @ xaYwvsl4ih"" collected 18 from pot",2022-08-19T06:30:17.252Z,166089061725201
"Uncalled bet of 13 returned to ""KevinG @ xaYwvsl4ih""",2022-08-19T06:30:17.252Z,166089061725200
"""Hans @ fVKCULQE4T"" folds",2022-08-19T06:30:16.359Z,166089061635900
"""KevinG @ xaYwvsl4ih"" bets 13",2022-08-19T06:30:01.487Z,166089060148700
"Flop:  [3♥, 5♥, 5♠]",2022-08-19T06:29:58.287Z,166089059828700
"""Fluffy @ kHdDX9dnsk"" folds",2022-08-19T06:29:57.473Z,166089059747300
"""Hans @ fVKCULQE4T"" calls 8",2022-08-19T06:29:56.028Z,166089059602800
"""KevinG @ xaYwvsl4ih"" raises to 8",2022-08-19T06:29:52.962Z,166089059296200
"""Fluffy @ kHdDX9dnsk"" calls 2",2022-08-19T06:29:49.861Z,166089058986100
"""Hans @ fVKCULQE4T"" posts a big blind of 2",2022-08-19T06:29:43.880Z,166089058388006
"""KevinG @ xaYwvsl4ih"" posts a small blind of 1",2022-08-19T06:29:43.880Z,166089058388005
"Player stacks: #3 ""KevinG @ xaYwvsl4ih"" (198) | #4 ""Hans @ fVKCULQE4T"" (349) | #8 ""Fluffy @ kHdDX9dnsk"" (664)",2022-08-19T06:29:43.880Z,166089058388001
"-- starting hand #329  (No Limit Texas Hold'em) (dealer: ""Fluffy @ kHdDX9dnsk"") --",2022-08-19T06:29:43.880Z,166089058388000
"-- ending hand #328 --",2022-08-19T06:29:37.974Z,166089057797402
"""Hans @ fVKCULQE4T"" collected 25 from pot",2022-08-19T06:29:37.974Z,166089057797401
"Uncalled bet of 12 returned to ""Hans @ fVKCULQE4T""",2022-08-19T06:29:37.974Z,166089057797400
"""Fluffy @ kHdDX9dnsk"" folds",2022-08-19T06:29:37.108Z,166089057710800
"""Hans @ fVKCULQE4T"" raises to 14",2022-08-19T06:29:35.764Z,166089057576400
"""KevinG @ xaYwvsl4ih"" folds",2022-08-19T06:29:32.153Z,166089057215300
"""Fluffy @ kHdDX9dnsk"" bets 2",2022-08-19T06:29:22.383Z,166089056238300
"Turn: K♥, 7♥, 2♠ [K♠]",2022-08-19T06:29:15.137Z,166089055513700
"""Hans @ fVKCULQE4T"" checks",2022-08-19T06:29:14.328Z,166089055432800
"""KevinG @ xaYwvsl4ih"" checks",2022-08-19T06:29:06.526Z,166089054652600
"""Fluffy @ kHdDX9dnsk"" checks",2022-08-19T06:29:05.496Z,166089054549600
"Flop:  [K♥, 7♥, 2♠]",2022-08-19T06:29:02.463Z,166089054246300
"""KevinG @ xaYwvsl4ih"" calls 7",2022-08-19T06:29:01.628Z,166089054162800
"""Fluffy @ kHdDX9dnsk"" calls 7",2022-08-19T06:28:59.050Z,166089053905000
"""Hans @ fVKCULQE4T"" raises to 7",2022-08-19T06:28:56.498Z,166089053649800
"""KevinG @ xaYwvsl4ih"" posts a big blind of 2",2022-08-19T06:28:50.424Z,166089053042406
